u,v
410518583,410519321
410518583,2431842027
410518583,410534545
410519297,410520306
410519297,440262577
410519297,2841116773
410519313,410530964
410519313,11379175315
410519313,940072837
410519321,410518583
410519321,410518452
410519321,940072837
410519321,1502918710
410520306,410519297
410520306,929841938
410520306,472330270
410520701,410520702
410520701,410392227
410520701,410518322
410520702,410520703
410520702,410520701
410520702,410518321
410520702,4290483432
410520703,4290483433
410520703,410518320
410520703,410520704
410520703,410520702
410520704,2919969105
410520704,410498911
410520704,410536819
410520704,410520703
410520705,410498910
410520705,2431842027
410520705,410536014
410521571,410521572
410521571,410497152
410521571,410498910
410521572,410521573
410521572,453092658
410521572,410521571
410521573,410521574
410521573,410521572
410521573,410498911
410521573,410516848
410521574,453091488
410521574,410521575
410521574,410521573
410521574,410516553
410521575,410521576
410521575,410521574
410521575,453091486
410521575,410515578
410521576,410521575
410522155,4196579866
410522155,410518450
410522155,410518452
410522252,410536821
410522252,410536010
410522252,410522253
410522253,410536014
410522253,410522252
410522253,410536819
410522253,410518569
410522372,410516844
410522372,410500552
410522372,452945826
410522372,452945822
410522374,410516845
410522374,452952390
410522374,452945823
410522374,410500790
410522376,410516846
410522376,452964774
410522376,452952394
410522376,410494211
410522380,410516848
410522380,410497152
410522380,452964777
410523408,410534545
410523408,410530964
410523408,410523409
410523409,410523410
410523409,410523408
410523409,410530972
410523409,410534549
410523410,410534552
410523410,410530975
410523410,410523409
410523410,410498767
410524197,410500788
410524197,1411778746
410524197,929841535
410525595,410504592
410525595,929841717
410525595,410505043
410528479,410498767
410528479,410502981
410528479,410499069
410530964,410523408
410530964,410519313
410530964,410530972
410530972,410530975
410530972,410530964
410530972,410503689
410530972,410523409
410530975,410523410
410530975,410499069
410530975,410530972
410533267,2567522964
410533268,2567522964
410533268,410533269
410533269,929842066
410533269,410533268
410534545,410523408
410534545,940072837
410534545,410518583
410534545,410534549
410534549,410534552
410534549,410534545
410534549,410523409
410534549,2431842027
410534552,410523410
410534552,410534549
410534552,410498910
410536010,410522252
410536010,410498910
410536010,410536014
410536014,410520705
410536014,410522253
410536014,410536010
410536014,1502918710
410536818,410518319
410536818,410536819
410536818,410518569
410536819,410522253
410536819,410520704
410536819,410536821
410536819,410536818
410536821,410522252
410536821,410498911
410536821,410536819
410541870,410544331
410541873,410541874
410541873,410544771
410541873,410544157
410541874,410544428
410541874,410541873
410541874,410345699
410542942,5197710572
410542942,410543407
410542942,597125864
410543271,410543409
410543271,410347454
410543271,410347452
410543407,410347452
410543407,410543409
410543407,410542942
410543409,410543271
410543409,410543691
410543409,410543407
410543690,410543691
410543691,410543409
410543691,410543830
410543691,410543690
410543830,410543691
410543830,5197710572
410543830,2930732729
410544157,410544772
410544157,410544331
410544157,410541873
410544331,410544157
410544331,410544774
410544331,410541870
410544428,410541874
410544428,410345697
410544428,410551251
410544758,410581821
410544758,410581955
410544758,410581954
410544766,410344906
410544766,1264534758
410544766,410548258
410544766,410552453
410544771,410541873
410544771,410545615
410544771,410544772
410544771,410551253
410544772,410544157
410544772,410544774
410544772,410545615
410544772,410544771
410544774,410544772
410544774,410544331
410544774,4378522976
410545608,2027829856
410545608,410621886
410545608,410596107
410545615,410544771
410545615,410551261
410545615,410544772
410545615,410551257
410546059,410585776
410546059,3755344400
410546059,11374862998
410548256,410603548
410548256,410605912
410548256,3134748137
410548257,410410150
410548257,410548258
410548257,5197710237
410548258,410548260
410548258,410551255
410548258,410544766
410548258,410548257
410548260,410555297
410548260,410548258
410548260,410344906
410548260,410551257
410549889,602950926
410549889,602950933
410549889,410551261
410551240,3134748136
410551240,410606730
410551240,410606969
410551249,410603548
410551249,410605912
410551249,5197710237
410551251,5197710237
410551251,410544428
410551251,410551253
410551253,410551255
410551253,410544771
410551253,410551251
410551255,410551257
410551255,410551253
410551255,410548258
410551257,410551261
410551257,410551255
410551257,410548260
410551257,410545615
410551261,410551257
410551261,410545615
410551261,410549889
410551999,597144347
410551999,597143990
410551999,1313803616
410552446,410603546
410552446,410605914
410552446,410605913
410552450,410552453
410552450,410553403
410552450,410410150
410552453,410552457
410552453,410544766
410552453,410553113
410552453,410552450
410552457,410552453
410552457,410344906
410552457,410552463
410552463,410555290
410552463,410552457
410552463,410553115
410552468,602951410
410552468,410553407
410552468,2935255272
410553108,599510544
410553108,410607557
410553108,410580149
410553109,410580151
410553109,599510544
410553109,1262271553
410553109,410605914
410553113,410553115
410553113,1809573894
410553113,410552453
410553113,410553404
410553115,410553113
410553115,410552463
410553115,410553405
410553402,410603545
410553402,410580153
410553402,410553403
410553403,410580154
410553403,410553402
410553403,410552450
410553404,410553405
410553404,2857461732
410553404,410553113
410553404,410580155
410553405,410553115
410553405,410580156
410553405,410556392
410553405,410553404
410553407,410581021
410553407,602951465
410553407,410552468
410553411,410553413
410553411,410580152
410553411,410605914
410553413,410553411
410555290,410555297
410555290,410556394
410555290,410552463
410555297,410555290
410555297,410548260
410555297,602950933
410556382,410593586
410556382,410594039
410556382,808584038
410556389,410556390
410556389,410581823
410556389,410581396
410556389,410581398
410556390,410556391
410556390,410556389
410556390,602951709
410556390,410581019
410556391,410556390
410556391,410580156
410556391,410556392
410556392,602951465
410556392,410553405
410556392,410556394
410556392,410556391
410556394,602951430
410556394,410555290
410556394,410556392
410576257,410576415
410576257,1952356978
410576257,410577802
410576414,410576419
410576415,486030298
410576415,410576257
410576415,410576414
410576419,1952356979
410576419,486030298
410576419,2923299737
410577802,410576257
410577802,1694052657
410577802,2350654374
410579366,410813273
410579366,1877272766
410579366,410817441
410579366,410813239
410579397,474623170
410579397,1693888726
410579415,1387429572
410579416,474623175
410579416,410579415
410579547,679703492
410579547,474623175
410580149,410580150
410580149,410553108
410580149,410607556
410580150,410580151
410580150,599510368
410580150,410580149
410580150,599510544
410580151,410553109
410580151,410580150
410580151,410581392
410580151,410580152
410580152,410580153
410580152,410581016
410580152,410553411
410580152,410580151
410580153,410580152
410580153,410553402
410580153,410604797
410580153,410580154
410580154,410553403
410580154,410581017
410580154,410580153
410580155,410553404
410580155,410581018
410580155,410580156
410580155,1809573895
410580156,410553405
410580156,410581019
410580156,410580155
410580156,410556391
410580425,11391385601
410580425,11391385593
410580425,410374855
410580427,11391385601
410580427,642933105
410580444,1532504794
410580444,696363699
410580444,696363987
410580444,3297988642
410581016,410604797
410581016,410580152
410581016,410605916
410581017,2160616997
410581017,410580154
410581017,410581018
410581018,410580155
410581018,410581395
410581018,410581017
410581018,410581019
410581019,410580156
410581019,410581396
410581019,410556390
410581019,410581018
410581021,410581398
410581021,410553407
410581021,602951709
410581391,410607556
410581392,410605916
410581392,410607556
410581392,410581819
410581392,410580151
410581394,4228871445
410581394,410604796
410581394,2160616997
410581395,410581821
410581395,410581396
410581395,410581018
410581395,4228871445
410581396,410556389
410581396,410581395
410581396,410581019
410581396,410581822
410581398,410581825
410581398,410581021
410581398,410556389
410581819,410581953
410581819,410581392
410581819,410605725
410581820,410581954
410581820,4228871445
410581820,410581821
410581820,410605725
410581821,410581395
410581821,410544758
410581821,410581822
410581821,410581820
410581822,410581821
410581822,410581396
410581822,410581955
410581822,410581823
410581823,410556389
410581823,410581957
410581823,410581825
410581823,410581822
410581825,410581398
410581825,410581823
410581825,3755344400
410581951,410610769
410581951,956663288
410581951,410607555
410581952,410584489
410581952,410581953
410581952,599510266
410581953,410581819
410581953,612933746
410581953,410581952
410581954,3056762927
410581954,410581820
410581954,410544758
410581955,410581822
410581955,410583284
410581955,410581957
410581955,410544758
410581957,410581823
410581957,410583285
410581957,410581955
410582518,410605727
410582518,612933746
410582518,410582519
410582519,410583515
410582519,410582518
410582519,3056762927
410583284,410581955
410583284,4120412206
410583284,410583516
410583285,410581957
410583285,5251559882
410583285,5251559870
410583515,410582519
410583515,410605727
410583515,410589968
410583515,410584189
410583516,410589968
410583516,410583284
410583516,410583872
410583516,5251559896
410583866,410585775
410583866,410583872
410583866,4386703395
410583872,410585773
410583872,410583866
410583872,410583516
410584187,410584189
410584187,410585771
410584187,410584489
410584189,410585772
410584189,410584187
410584189,410583515
410584489,410605727
410584489,410584187
410584489,410581952
410585771,410585772
410585771,410585903
410585771,410584187
410585772,410584189
410585772,410585771
410585772,410589961
410585772,410585897
410585773,410585775
410585773,410583872
410585773,410586413
410585773,5573277576
410585775,410583866
410585775,410586415
410585775,410585773
410585775,410585776
410585776,410546059
410585776,410586416
410585776,410585775
410585897,410585903
410585897,410592474
410585897,410585772
410585903,410585897
410585903,410592476
410585903,410585771
410586413,410586415
410586413,410585773
410586413,410590647
410586415,410586416
